Date,Open,High,Low,Close,Adj Close,Volume
3/19/2013,26.571428,26.678572,25.607143,25.91,25.91,19873700
3/20/2013,26.088572,26.264286,25.775715,26.15,26.15,11132100
3/21/2013,26.057142,26.771429,25.995714,25.998571,25.998571,18804100
3/22/2013,26.157143,26.265715,25.642857,25.9,25.9,14189000
3/25/2013,26.061428,26.405714,25.681429,25.827143,25.827143,15024800
3/26/2013,26.285713,27.52,26.228571,27.23,27.23,46817400
3/27/2013,27.091429,28.151428,26.904285,27.177143,27.177143,40475400
3/28/2013,27.25,27.557142,26.942858,27.040001,27.040001,19588100
4/1/2013,27.27857,27.357143,25.924286,26.061428,26.061428,22947400
4/2/2013,26.271429,26.454287,25.157143,25.241428,25.241428,32280500
4/3/2013,25.292856,25.475714,23.465714,24.248571,24.248571,75357800
4/4/2013,23.91,24.304285,23.401428,23.812857,23.812857,34460300
4/5/2013,23.360001,24.357143,23.218571,23.522858,23.522858,32512900
4/8/2013,23.690001,23.757143,22.714287,23.294287,23.294287,31745000
4/9/2013,23.355715,24.481428,23.15,24.194286,24.194286,34045900
4/10/2013,24,24.207144,23.558571,23.724285,23.724285,29709400
4/11/2013,24.11857,24.771429,24.117144,24.715714,24.715714,33056100
4/12/2013,25.284286,25.377144,24.457144,24.742857,24.742857,37797900
4/15/2013,25.08,26.049999,24.97143,25.214287,25.214287,46529000
4/16/2013,24.995714,25.389999,24.610001,25.121429,25.121429,29711500
4/17/2013,24.905714,25.341429,24.03857,24.194286,24.194286,27545700
4/18/2013,24.428572,24.557142,23.114286,23.402857,23.402857,23121000
4/19/2013,23.642857,24.167143,23.290001,23.338572,23.338572,20163500
4/22/2013,23.674286,25.214287,23.674286,24.91,24.91,84870100
4/23/2013,30.795713,31.34,29.93,30.998571,30.998571,114860900
4/24/2013,31.085714,32.042858,30.459999,30.959999,30.959999,46898600
4/25/2013,30.997143,31.255714,30.467142,30.535713,30.535713,29274000
4/26/2013,31,31.018572,30.360001,30.792856,30.792856,21790300
4/29/2013,30.944286,31.104286,30.287144,30.715714,30.715714,20787200
4/30/2013,30.657143,31.392857,30.605715,30.867144,30.867144,25071200
5/1/2013,30.845715,31.055714,30.235714,30.415714,30.415714,18359600
5/2/2013,30.462856,30.77857,30.027143,30.64143,30.64143,18328800
5/3/2013,30.825714,31.175714,30.385714,30.492857,30.492857,15431500
5/6/2013,29.947144,30.35,29.145714,30.098572,30.098572,31731000
5/7/2013,29.825714,30.074286,29.371429,29.464287,29.464287,17079300
5/8/2013,29.275715,30.057142,29.218571,29.80143,29.80143,17623200
5/9/2013,29.718571,31.268572,29.502857,30.915714,30.915714,36108800
5/10/2013,30.915714,31.392857,30.651428,31.098572,31.098572,18844700
5/13/2013,31.024286,32.812859,31.02,32.76857,32.76857,41357400
5/14/2013,33.14143,33.798573,32.971428,33.424286,33.424286,38535700
5/15/2013,34.209999,35.061428,33.975716,34.771427,34.771427,36029700
5/16/2013,35.278572,35.549999,33.599998,33.861427,33.861427,28053200
5/17/2013,34.075714,34.67857,33.714287,34.142857,34.142857,20141100
5/20/2013,34.062859,34.521427,33.822857,34.221428,34.221428,14765800
5/21/2013,34.291428,34.414288,33.57143,33.869999,33.869999,11491200
5/22/2013,33.485714,34.028572,32.377144,32.651428,32.651428,21769300
5/23/2013,32.242859,32.599998,31.65,32.311428,32.311428,16198000
5/24/2013,32.175713,32.714287,32.07143,32.677143,32.677143,11808300
5/28/2013,33.107143,33.708572,30.425714,30.598572,30.598572,39525500
5/29/2013,30.65,31.625713,29.987143,30.762857,30.762857,34101900
5/30/2013,30.861429,31.857143,30.22143,31.808571,31.808571,24087700
5/31/2013,32.177143,32.797142,32.007141,32.32143,32.32143,25416300
6/3/2013,32.435715,32.5,31.081429,31.709999,31.709999,21270900
6/4/2013,31.445715,32.507141,31.224285,32.187141,32.187141,23006900
6/5/2013,31.884287,32.57143,31.200001,31.922857,31.922857,33096000
6/6/2013,31.731428,32.200001,30.571428,31.105715,31.105715,26069400
6/7/2013,31.234285,31.545713,30.807142,31.459999,31.459999,15299200
6/10/2013,31.861429,31.904285,30.865713,31.561428,31.561428,13812400
6/11/2013,31.121429,31.467142,30.542856,30.637142,30.637142,14213500
6/12/2013,30.832857,30.832857,29.552856,29.662857,29.662857,19108600
6/13/2013,29.712856,30.792856,29.392857,30.77,30.77,18511500
6/14/2013,30.681429,31.04143,30.331429,30.57,30.57,12495700
6/17/2013,32.220001,32.92857,31.964287,32.747143,32.747143,35851200
6/18/2013,32.89143,33,32.342857,32.689999,32.689999,17476900
6/19/2013,32.57143,33.697144,32.515713,33.187141,33.187141,22353100
6/20/2013,32.781429,33,31.505714,31.931429,31.931429,21116200
6/21/2013,32.150002,32.34,30.6,30.985714,30.985714,23398200
6/24/2013,30.428572,31.297144,29.857143,30.799999,30.799999,17896200
6/25/2013,30.281429,30.5,29.651428,30.414286,30.414286,20918800
6/26/2013,30.65,31.178572,30.117144,30.299999,30.299999,18834200
6/27/2013,30.415714,30.96143,29.942858,30.709999,30.709999,18326700
6/28/2013,30.610001,30.9,30.007143,30.155714,30.155714,19581100
7/1/2013,30.517143,32.189999,30.285713,32.040001,32.040001,24517500
7/2/2013,32.175713,32.495712,31.142857,31.637142,31.637142,17730300
7/3/2013,31.731428,32,31.27857,31.558571,31.558571,8625400
7/5/2013,31.727142,32.17857,31.332857,32.157143,32.157143,9957500
7/8/2013,32.425713,33.605713,32.215714,33.299999,33.299999,24289300
7/9/2013,33.577145,35.344288,33.552856,35.34,35.34,35509600
7/10/2013,35.078571,35.271427,34.172855,34.831429,34.831429,22578500
7/11/2013,35.42857,35.599998,34.402859,34.881428,34.881428,21146300
7/12/2013,35.118572,36.775715,35.107143,36.751431,36.751431,34238400
7/15/2013,37.057144,37.121429,36.01857,36.854286,36.854286,20612900
7/16/2013,36.755714,38.052856,36.671429,37.21143,37.21143,33356400
7/17/2013,37.32,38.322857,36.952858,38.274284,38.274284,19510400
7/18/2013,38.615715,38.615715,37.714287,38.058571,38.058571,20487600
7/19/2013,38.204285,38.278572,37.597141,37.797142,37.797142,18120200
7/22/2013,38.121429,38.392857,36.73143,37.422855,37.422855,47313700
7/23/2013,35.914288,37.46143,35.171429,35.751431,35.751431,76829200
7/24/2013,35.674286,36.035713,34.314285,34.471428,34.471428,33409600
7/25/2013,34.365715,35.380001,34.272858,35.248569,35.248569,19634300
7/26/2013,34.945713,35.282856,34.401428,35.187141,35.187141,17826900
7/29/2013,35.151428,35.810001,34.642857,34.994286,34.994286,13215300
7/30/2013,35.057144,35.415714,34.544285,34.822857,34.822857,10890600
7/31/2013,34.772858,35.299999,34.562859,34.925713,34.925713,13120800
8/1/2013,35.220001,35.714287,34.938572,35.58857,35.58857,14139300
8/2/2013,35.619999,35.619999,34.971428,35.168571,35.168571,13879600
8/5/2013,34.844288,36.271427,34.482857,36.262856,36.262856,22962100
8/6/2013,36.278572,36.799999,35.728573,36.557144,36.557144,20413400
8/7/2013,36.337143,36.781429,35.522858,35.601429,35.601429,16328900
8/8/2013,35.98143,36.271427,35.492859,35.771427,35.771427,14800100
8/9/2013,35.712856,36.244286,35.685715,36.107143,36.107143,12322800
8/12/2013,35.897144,36.714287,35.774284,36.657143,36.657143,17804500
8/13/2013,36.950001,37.457142,36.18,37.027142,37.027142,21940800
8/14/2013,36.900002,37.684284,36.860001,37.401428,37.401428,17399900
8/15/2013,37,37.212856,35.908569,36.201427,36.201427,16629200
8/16/2013,36.172855,37.164288,35.875713,36.98143,36.98143,21354200
8/19/2013,36.857143,37.642857,36.82143,37.111427,37.111427,15497300
8/20/2013,37.561428,39.077145,37.5,39.041428,39.041428,30140600
8/21/2013,38.984287,39.235714,38.214287,38.624287,38.624287,21258300
8/22/2013,38.931431,39.065716,38.318569,38.535713,38.535713,9961700
8/23/2013,38.578571,39.77,38.431431,39.765713,39.765713,22285200
8/26/2013,39.444286,41.419998,39.148571,40.388573,40.388573,31017700
8/27/2013,39.878571,40.84,39.214287,39.434284,39.434284,23138500
8/28/2013,39.808571,40.714287,39.485714,40.48,40.48,19355700
8/29/2013,40.575714,41.46143,40.548573,41.121429,41.121429,19059600
8/30/2013,41.17857,41.261429,40.421429,40.558571,40.558571,15149400
9/3/2013,41.061428,41.529999,40.650002,41.285713,41.285713,19969600
9/4/2013,41.262856,41.865715,40.998569,41.775715,41.775715,19701500
9/5/2013,42.400002,42.704285,42.060001,42.158569,42.158569,19072200
9/6/2013,42.332855,42.35857,41.457142,41.648571,41.648571,17698800
9/9/2013,41.82143,42.185715,41.468571,42.021427,42.021427,13840400
9/10/2013,42.5,44.748569,42.401428,44.722858,44.722858,36682100
9/11/2013,44.82,44.882858,43.41143,44.042858,44.042858,29940400
9/12/2013,43.119999,43.778572,42.621429,43.058571,43.058571,21947800
9/13/2013,43.142857,43.714287,42.741428,43.664288,43.664288,15029700
9/16/2013,44.285713,44.312859,43.114285,43.165714,43.165714,14055300
9/17/2013,43.148571,43.322857,42.528572,42.792858,42.792858,18200700
9/18/2013,42.708572,43.954285,42.58857,43.845715,43.845715,13739600
9/19/2013,44.052856,44.107143,43.43,43.642857,43.642857,17449600
9/20/2013,43.691429,45.127144,43.66,44.832855,44.832855,30791600
9/23/2013,45.77,45.77,42.78857,43.148571,43.148571,32030600
9/24/2013,43.042858,44.200001,42.907143,43.784286,43.784286,18780300
9/25/2013,44.028572,44.400002,43.437141,43.877144,43.877144,14639100
9/26/2013,44.005714,44.927143,43.92857,44.787144,44.787144,12460700
9/27/2013,44.394287,44.78857,44.242859,44.628571,44.628571,8299200
9/30/2013,43.959999,44.592857,43.599998,44.172855,44.172855,12528600
10/1/2013,44.967144,46.385715,44.857143,46.374287,46.374287,29693300
10/2/2013,46.012856,47.657143,45.945713,47.247143,47.247143,30583700
10/3/2013,47.287144,47.785713,45.435715,45.959999,45.959999,24613400
10/4/2013,46.240002,46.900002,45.505714,46.751431,46.751431,16814000
10/7/2013,46.291428,46.709999,45.450001,45.451427,45.451427,14634900
10/8/2013,45.612858,45.931431,42.795715,43.188572,43.188572,28678300
10/9/2013,42.889999,42.939999,40.400002,41.204285,41.204285,41948900
10/10/2013,43,43.918571,42.342857,43.427143,43.427143,30695000
10/11/2013,43.472858,43.944286,42.875713,42.978573,42.978573,19200300
10/14/2013,44.372856,46.467144,43.714287,46.337143,46.337143,45659600
10/15/2013,46.442856,46.761429,45.619999,45.955715,45.955715,26848500
10/16/2013,45.73,46.5,45.465714,46.125713,46.125713,18843300
10/17/2013,46.029999,47.172855,45.665714,47.157143,47.157143,19272400
10/18/2013,47.714287,48.068569,46.799999,47.642857,47.642857,25454800
10/21/2013,48.988571,50.774284,48.585712,50.712856,50.712856,65090200
10/22/2013,55.405712,55.594288,45.92857,46.074287,46.074287,181099800
10/23/2013,45.331429,47.884285,45.285713,47.177143,47.177143,58376500
10/24/2013,47.348572,48.121429,46.237144,47.317142,47.317142,33559400
10/25/2013,47.285713,48.171429,46.558571,46.861427,46.861427,24062500
10/28/2013,46.43,47.279999,44.544285,44.857143,44.857143,34260800
10/29/2013,45.509998,46.767143,44.171429,46.757141,46.757141,30936500
10/30/2013,46.959999,46.990002,45.08857,45.44857,45.44857,21640500
10/31/2013,45.444286,46.664288,45.099998,46.068569,46.068569,18489800
11/1/2013,46.975716,47.642857,46.557144,47.03857,47.03857,22020600
11/4/2013,47.278572,48.255714,46.450001,48.228573,48.228573,21919100
11/5/2013,47.934284,48.914288,47.578571,48.785713,48.785713,17289300
11/6/2013,48.498569,49.195713,47.541428,47.947144,47.947144,20733300
11/7/2013,48.42857,48.524284,46.451427,46.694286,46.694286,20007400
11/8/2013,46.702858,47.942856,46.502857,47.842857,47.842857,19448800
11/11/2013,47.535713,48.5,46.945713,48.272858,48.272858,16815400
11/12/2013,48.025715,48.5,47.335712,47.675713,47.675713,12231800
11/13/2013,47.602856,47.922855,47.014286,47.897144,47.897144,11967900
11/14/2013,47.970001,49.142857,47.874287,48.938572,48.938572,20104700
11/15/2013,49.228573,49.984287,49.011429,49.965714,49.965714,20152300
11/18/2013,50,50.07,48.5,48.824287,48.824287,20247500
11/19/2013,48.681431,49.545715,47.748569,48.184284,48.184284,17057600
11/20/2013,49.049999,49.478573,48.235714,48.502857,48.502857,19481700
11/21/2013,48.89143,49.811428,48.810001,49.785713,49.785713,15989400
11/22/2013,49.832855,50.085712,49.142857,49.692856,49.692856,14202300
11/25/2013,49.557144,50.418571,49.287144,50.034286,50.034286,13984600
11/26/2013,50.07143,50.922855,49.652859,50.742859,50.742859,14683200
11/27/2013,51.015713,51.978573,50.505714,51.784286,51.784286,16832900
11/29/2013,52.007141,52.542858,51.85857,52.257141,52.257141,8388100
12/2/2013,52.125713,52.565716,51.372856,51.988571,51.988571,11675300
12/3/2013,51.69857,51.939999,50.92857,51.848572,51.848572,13400800
12/4/2013,51.512856,52.664288,50.892857,50.895714,50.895714,19395600
12/5/2013,51.114285,51.59,50.484287,51.151428,51.151428,13793500
12/6/2013,51.577145,51.618572,50.285713,50.634285,50.634285,12075700
12/9/2013,50.738571,51.41,50.515713,50.810001,50.810001,11718700
12/10/2013,50.714287,52.062859,50.474285,51.871429,51.871429,14089600
12/11/2013,52.052856,53.022858,51.745712,51.997143,51.997143,20066900
12/12/2013,51.952858,53.548573,51.935715,53.332855,53.332855,21318500
12/13/2013,53.735714,53.857143,52.687141,52.709999,52.709999,17854900
12/16/2013,52.854286,53,52.035713,52.330002,52.330002,13911100
12/17/2013,52.392857,53.957142,52.324287,53.552856,53.552856,18448500
12/18/2013,53.408569,53.857143,52.35857,53.748569,53.748569,19881400
12/19/2013,53.457142,54.265713,53.335712,53.82,53.82,13849500
12/20/2013,53.785713,54.241428,53.477142,53.667145,53.667145,18817400
12/23/2013,54.098572,54.775715,53.804287,54.368572,54.368572,12624500
12/24/2013,54.394287,54.851429,53.925713,54.055714,54.055714,5577600
12/26/2013,54.015713,54.415714,53.689999,53.847141,53.847141,12268900
12/27/2013,53.872856,54.107143,52.258572,52.5,52.5,16948400
12/30/2013,52.517143,52.791428,51.291428,52.427143,52.427143,15075200
12/31/2013,52.214287,52.735714,51.947144,52.595715,52.595715,10516800
1/2/2014,52.401428,52.511429,51.542858,51.831429,51.831429,12325600
1/3/2014,52,52.495712,51.842857,51.871429,51.871429,10817100
1/6/2014,51.889999,52.044285,50.475716,51.367142,51.367142,15501500
1/7/2014,49.684284,49.69857,48.152859,48.5,48.5,36167600
1/8/2014,48.104286,49.425713,48.074287,48.712856,48.712856,20001100
1/9/2014,48.824287,49.139999,47.857143,48.150002,48.150002,17007200
1/10/2014,48.295715,48.377144,47.218571,47.44857,47.44857,16237900
1/13/2014,47.304287,49.810001,47.304287,48.115715,48.115715,27237000
1/14/2014,48.777142,48.799999,47.509998,48.279999,48.279999,19740000
1/15/2014,47.857143,48.367142,45.581429,47.197144,47.197144,40432000
1/16/2014,46.915714,47.695713,46.002857,47.382858,47.382858,21135800
1/17/2014,47.438572,47.831429,46.89143,47.148571,47.148571,16417100
1/21/2014,47.46143,47.495712,45.75,46.958572,46.958572,25220300
1/22/2014,47.07143,47.777142,46.764286,47.675713,47.675713,48342000
1/23/2014,55.342857,56.51857,53.927143,55.531429,55.531429,91280000
1/24/2014,54.811428,55.814285,54.76857,55.154285,55.154285,35466900
1/27/2014,55.341431,55.92857,52.937141,54.46143,54.46143,32526900
1/28/2014,54.474285,58.201427,54.394287,58.110001,58.110001,43590400
1/29/2014,57.58857,58.191429,56.864285,57.202858,57.202858,28968100
1/30/2014,58.157143,58.455715,57.35857,57.810001,57.810001,18379200
1/31/2014,57.472858,58.914288,57.471428,58.475716,58.475716,23625000
2/3/2014,58.842857,58.878571,57.245712,57.76857,57.76857,20145300
2/4/2014,57.921429,58.361427,56.715714,57.987144,57.987144,18066300
2/5/2014,57.592857,58.25,56.857143,57.774284,57.774284,16762900
2/6/2014,58.060001,58.701427,57.202858,58.272858,58.272858,12852000
2/7/2014,59.062859,61.5,58.651428,61.425713,61.425713,32921000
2/10/2014,61.347141,61.767143,60.611427,61.491428,61.491428,13812400
2/11/2014,61.422855,62.251431,60.787144,61.998569,61.998569,13667500
2/12/2014,62.111427,62.128571,60.791428,61.275715,61.275715,15673000
2/13/2014,60.812859,62.784286,60.714287,62.364285,62.364285,18700500
2/14/2014,62.437141,62.528572,61.669998,62.215714,62.215714,11985400
2/18/2014,62.422855,63.034286,61.142857,62.407143,62.407143,15507800
2/19/2014,61.667145,62.32143,61.138573,61.175713,61.175713,16031400
2/20/2014,61.478573,62.53857,61.308571,62.135715,62.135715,11965100
2/21/2014,62.671429,62.671429,61.378571,61.747143,61.747143,13483400
2/24/2014,62.209999,64.241432,61.214287,63.857143,63.857143,26043500
2/25/2014,64.285713,65.398567,63.57143,64.718575,64.718575,18700500
2/26/2014,65.128571,65.14286,63.714287,64.112854,64.112854,15010100
2/27/2014,63.977142,64.875717,63.977142,64.604286,64.604286,10304700
2/28/2014,64.732857,64.885712,63,63.66143,63.66143,15751400
3/3/2014,63.027142,63.67857,62.585712,63.655712,63.655712,13528200
3/4/2014,64.417145,65,63.655712,64.997147,64.997147,12387900
3/5/2014,64.855713,65.262856,64.558571,64.785713,64.785713,10868900
3/6/2014,64.991432,65.428574,64.141426,64.358574,64.358574,11809000
3/7/2014,64.867142,64.934288,63.644287,64.052856,64.052856,11573800
3/10/2014,64.067146,64.111427,61.728573,62.849998,62.849998,15439200
3/11/2014,63.234287,63.811428,62.235714,62.497143,62.497143,10448200
3/12/2014,61.954285,62.785713,61.382858,62.368572,62.368572,12134500
3/13/2014,62.815716,62.897144,61.182858,61.437141,61.437141,11390400
3/14/2014,61.104286,62.14143,60.42857,60.64143,60.64143,14989100
3/17/2014,61.169998,61.542858,60.330002,60.388573,60.388573,10695300
3/18/2014,60.33857,60.894287,59.5,60.035713,60.035713,14688100
3/19/2014,59.98143,60.778572,59.580002,60.012856,60.012856,10531500
3/20/2014,59.952858,61.742859,59.92857,60.610001,60.610001,14494900
3/21/2014,60.871429,61.191429,57.962856,57.998569,57.998569,26770800
3/24/2014,57.927143,58.064285,52.657143,54.128571,54.128571,42483700
3/25/2014,54.142857,54.990002,52.25,52.977142,52.977142,30356900
3/26/2014,53.287144,53.921429,52.367142,53.182858,53.182858,27152300
3/27/2014,53.001431,53.975716,51.647144,52.025715,52.025715,28672000
3/28/2014,51.459999,52.714287,50.82143,51.267143,51.267143,24699500
3/31/2014,51.644287,52.408569,49.982857,50.290001,50.290001,22125600
4/1/2014,50.25,52.17857,50.248569,52.098572,52.098572,21338800
4/2/2014,52.237144,53.007141,51.185715,51.84,51.84,24194100
4/3/2014,51.618572,52.157143,50.014286,50.669998,50.669998,21983500
4/4/2014,50.778572,50.857143,47.982857,48.187141,48.187141,34958000
4/7/2014,48.644287,49.741428,47.30143,48.285713,48.285713,37351300
4/8/2014,48.578571,50.112858,48.341431,49.841431,49.841431,25761400
4/9/2014,50.147144,50.557144,49.021427,50.432858,50.432858,20511400
4/10/2014,50.639999,51.068569,47.715714,47.818569,47.818569,24871000
4/11/2014,47.257141,47.831429,46.23,46.672855,46.672855,30146200
4/14/2014,47.555714,47.857143,46.505714,47.368572,47.368572,17994200
4/15/2014,47.011429,47.367142,44.585712,46.610001,46.610001,30799300
4/16/2014,47.292858,47.709999,46.194286,47.344288,47.344288,16114700
4/17/2014,48.10857,49.96143,47.5,49.39143,49.39143,32116000
4/21/2014,49.900002,49.914288,48.328571,49.784286,49.784286,47892600
4/22/2014,53.804287,54.41143,52.118572,53.271427,53.271427,64702400
4/23/2014,51.818569,52.5,50.42857,50.5,50.5,40285000
4/24/2014,50.357143,50.842857,47.828571,49.152859,49.152859,30639000
4/25/2014,48.208572,48.772858,46,46.011429,46.011429,33071500
4/28/2014,45.435715,45.842857,42.785713,44.887142,44.887142,47123300
4/29/2014,44.605713,46.375713,44.575714,45.695713,45.695713,23132900
4/30/2014,45.417145,46.057144,44.32143,46.005714,46.005714,23618700
5/1/2014,46.292858,49.384285,46.150002,48.074287,48.074287,37001300
5/2/2014,48.215714,49.128571,47.721428,48.664288,48.664288,26194700
5/5/2014,48.295715,49.354286,48.014286,49.197144,49.197144,20330800
5/6/2014,49.102856,49.674286,46.52,46.598572,46.598572,22722700
5/7/2014,46.59,46.834286,45.029999,45.791428,45.791428,25680900
5/8/2014,45.308571,47.388573,44.908569,45.951427,45.951427,21168700
5/9/2014,46.011429,47.134285,45.335712,46.935715,46.935715,17968300
5/12/2014,47.265713,49.361427,47.217144,49.349998,49.349998,21395500
5/13/2014,49.207142,50.610001,48.677143,49.591431,49.591431,20832000
5/14/2014,49.578571,50.628571,49.437141,50.26857,50.26857,19891900
5/15/2014,50.121429,50.255714,48.482857,49.169998,49.169998,23370200
5/16/2014,49.352856,49.995712,48.548573,49.982857,49.982857,19072200
5/19/2014,49.57143,52.459999,49.507141,52.07143,52.07143,25393200
5/20/2014,52.144287,53.242859,51.771427,53.095715,53.095715,28828100
5/21/2014,53.58857,55.812859,53.335712,55.799999,55.799999,39939900
5/22/2014,55.84,56.785713,55.357143,55.971428,55.971428,33222700
5/23/2014,55.94857,57.495712,55.665714,57.478573,57.478573,22122100
5/27/2014,57.42857,57.459999,56.164288,56.972858,56.972858,26735100
5/28/2014,56.742859,57.885715,56.214287,57.32,57.32,19873700
5/29/2014,57.628571,59.427143,57.078571,59.314285,59.314285,22844500
5/30/2014,59.311428,60.248569,58.80143,59.689999,59.689999,29248800
6/2/2014,59.925713,60.415714,58.92857,60.294285,60.294285,20480600
6/3/2014,59.998569,60.799999,59.578571,59.652859,59.652859,17133200
6/4/2014,59.537144,60.642857,59.042858,60.458572,60.458572,17432800
6/5/2014,60.535713,61.342857,59.795715,61.192856,61.192856,18930800
6/6/2014,61.43,62.127144,61.194286,61.447144,61.447144,15730400
6/9/2014,61.357143,61.521427,60.012856,60.441429,60.441429,16678900
6/10/2014,60.78857,62.291428,60.717144,61.184284,61.184284,22920100
6/11/2014,60.747143,61.799999,60.714287,61.42857,61.42857,13745900
6/12/2014,61.295715,61.464287,60.07143,60.349998,60.349998,15803200
6/13/2014,60.42857,61.128571,59.601429,61.101429,61.101429,15778700
6/16/2014,60.932858,61.601429,60.488571,61.465714,61.465714,12506200
6/17/2014,62.577145,64.012856,62.53857,63.378571,63.378571,28996100
6/18/2014,63.381428,64.402855,62.892857,64.097145,64.097145,18786600
6/19/2014,64.204285,64.21286,62.580002,63.055714,63.055714,17308200
6/20/2014,63.028572,63.26857,62.139999,62.882858,62.882858,13222300
6/23/2014,62.765713,63.122856,62.221428,62.78857,62.78857,10672900
6/24/2014,62.578571,64.277145,62.214287,62.337143,62.337143,20367200
6/25/2014,62.142857,63.537144,61.904285,63.458572,63.458572,15752100
6/26/2014,62.970001,63.162857,62.392857,62.80143,62.80143,14237300
6/27/2014,62.617142,63.312859,62.485714,63.154285,63.154285,15587600
6/30/2014,63.265713,63.83857,62.812859,62.942856,62.942856,10588900
7/1/2014,65.175713,67.668571,65.042854,67.585716,67.585716,37995300
7/2/2014,67.639999,67.98143,66.577141,66.677139,66.677139,17309600
7/3/2014,67.16571,67.517143,66.98143,67.478569,67.478569,11359600
7/7/2014,67.442856,67.461426,65.714287,65.802856,65.802856,18296600
7/8/2014,65.664284,65.85714,62.754288,63.578571,63.578571,26182800
7/9/2014,63.740002,64.191429,62.818569,63.285713,63.285713,21011200
7/10/2014,62.055714,63.455715,61.171429,62.650002,62.650002,24388700
7/11/2014,63.065716,63.447144,62.450001,62.851429,62.851429,14219100
7/14/2014,63.328571,65.068573,62.714287,64.654289,64.654289,17433500
7/15/2014,64.384285,64.48143,63.181431,64.155716,64.155716,13505800
7/16/2014,64.867142,65.099998,63.342857,63.491428,63.491428,13438600
7/17/2014,63.325714,64.121429,62.612858,62.765713,62.765713,13266400
7/18/2014,62.972858,63.471428,62.25,63.452858,63.452858,11760700
7/21/2014,64.527145,65.35714,63.945713,64.564285,64.564285,34671000
7/22/2014,63.282856,63.524284,60.722858,61.584286,61.584286,57174600
7/23/2014,61.487144,62.201427,60.93,61.128571,61.128571,17267600
7/24/2014,61.352856,61.458572,59.860001,60.76857,60.76857,18621400
7/25/2014,60.714287,61.167145,60.057144,60.265713,60.265713,11610200
7/28/2014,60.315716,60.844288,59.78857,60.665714,60.665714,11960900
7/29/2014,60.458572,61.19857,60.458572,60.611427,60.611427,9282000
7/30/2014,60.67857,62.184284,60.615715,62.05143,62.05143,15263500
7/31/2014,61.465714,61.852856,60.184284,60.388573,60.388573,13820100
8/1/2014,60.251431,61.104286,58.93,60.771427,60.771427,18947600
8/4/2014,61.028572,61.42857,60.111427,60.385715,60.385715,10686900
8/5/2014,60.185715,61.142857,60.044285,60.407143,60.407143,10653300
8/6/2014,60.142857,62.128571,60.078571,61.471428,61.471428,15835400
8/7/2014,62.185715,64.278572,62.078571,64.238571,64.238571,27313300
8/8/2014,64.314285,64.424286,63.150002,63.692856,63.692856,15495200
8/11/2014,64.174286,65.378571,64.101433,64.505714,64.505714,13246800
8/12/2014,64.478569,64.714287,63.344288,63.772858,63.772858,10845100
8/13/2014,64.085716,64.888573,63.831429,64.504288,64.504288,9058000
8/14/2014,64.601433,65,64.031425,64.410004,64.410004,6676600
8/15/2014,64.498573,66,64.085716,65.58429,65.58429,22036700
8/18/2014,66.008568,67.071426,65.89286,66.571426,66.571426,13496000
8/19/2014,66.727142,67.214287,66.061432,66.878571,66.878571,10897600
8/20/2014,66.714287,67.678574,66.362854,67.455711,67.455711,12163900
8/21/2014,67.325714,68.021431,66.809998,67.435715,67.435715,11746700
8/22/2014,67.277145,68.507141,67.150002,68.455711,68.455711,13735400
8/25/2014,68.792854,69.328568,68.218575,68.704285,68.704285,13484800
8/26/2014,68.35714,68.835716,67.792854,68.480003,68.480003,10137400
8/27/2014,68.485718,68.60714,67.66143,67.814285,67.814285,10394300
8/28/2014,67.521431,68.211426,67.258568,67.887146,67.887146,7584500
8/29/2014,68.121429,68.64286,67.734283,68.234283,68.234283,9838500
9/2/2014,68.35714,68.398567,67.798569,68.085716,68.085716,8806700
9/3/2014,68.645714,69.657143,68.075714,68.19857,68.19857,16219000
9/4/2014,68.444283,68.812859,67.447144,67.524284,67.524284,11958800
9/5/2014,67.604286,68.192856,67.152855,67.954285,67.954285,11953200
9/8/2014,67.771431,68.657143,67.742859,68.475716,68.475716,7668500
9/9/2014,69.471428,69.898567,68.057144,68.43,68.43,19737900
9/10/2014,68.599998,69.25,68.148567,69.19857,69.19857,9104900
9/11/2014,68.938568,69.194283,68.524284,68.794289,68.794289,7865200
9/12/2014,69.092857,69.269997,68.017143,68.078568,68.078568,13425300
9/15/2014,68.220001,68.220001,65.264282,65.39286,65.39286,20617100
9/16/2014,64.057144,65.44857,63.657143,65.272858,65.272858,26838700
9/17/2014,65.272858,65.552856,64.470001,64.932854,64.932854,12133100
9/18/2014,65.352859,65.908569,64.760002,65.572861,65.572861,10630200
9/19/2014,65.85714,65.904289,64.881432,65.360001,65.360001,11960900
9/22/2014,65.181427,65.278572,62.697144,63.254288,63.254288,16169300
9/23/2014,63.032856,64.001427,62.92857,63.414288,63.414288,11471600
9/24/2014,63.494286,64.522858,63.220001,64.365715,64.365715,9551500
9/25/2014,64.271431,64.621429,63.202858,63.355713,63.355713,9839900
9/26/2014,63.57143,64.377144,63.412857,64.10714,64.10714,10404800
9/29/2014,63.438572,64.362854,63.145714,64.222855,64.222855,9516500
9/30/2014,64.614288,65.312859,64.257141,64.454285,64.454285,12472600
10/1/2014,64.098572,64.285713,62.470001,62.685715,62.685715,15416100
10/2/2014,62.700001,64.355713,62.554287,64.28286,64.28286,18450600
10/3/2014,64.741432,65.800003,64.644287,65.648567,65.648567,15290100
